frame_etg frame_gar X Y event_type code
1470 1225 841.63 334.24 Fixation 1173202131
1470 1225 844.33 331.14 Fixation 1173218831
1471 1226 843.64 328.08 Saccade 1173235328
1471 1226 840.76 324.73 Saccade 1173251955
1472 1227 766.46 313.60 Saccade 1173268539
1472 1227 707.30 315.47 Saccade 1173285187
1473 1228 705.52 313.43 Fixation 1173301824
1473 1228 704.58 313.81 Fixation 1173318302
1474 1228 704.91 313.67 Fixation 1173334985
1474 1228 706.50 312.14 Fixation 1173351594
1474 1228 707.87 312.31 Fixation 1173368196
1475 1229 710.32 309.85 Fixation 1173384578
1475 1229 713.28 308.34 Fixation 1173401288
1476 1230 712.27 306.83 Saccade 1173418002
1477 1231 693.00 301.09 Saccade 1173434331
1477 1231 634.22 301.05 Saccade 1173450996
1478 1232 627.24 301.35 Saccade 1173467743
1478 1232 625.75 301.27 Fixation 1173484331
1479 1233 626.54 300.16 Fixation 1173500891
1479 1233 627.21 300.10 Fixation 1173517453
1480 1233 626.26 298.44 Fixation 1173534013
1480 1233 627.90 297.66 Fixation 1173550702
1480 1233 628.40 295.76 Fixation 1173567178
1481 1234 628.48 293.82 Fixation 1173583844
1482 1235 629.58 292.27 Fixation 1173600409
1482 1235 629.97 288.51 Fixation 1173617104
1483 1236 628.43 288.31 Fixation 1173633565
1483 1236 628.59 284.90 Fixation 1173650192
1484 1237 627.82 282.48 Fixation 1173666711
1484 1237 628.04 280.81 Fixation 1173683497
1485 1238 626.43 280.19 Fixation 1173699904
1485 1238 627.24 279.76 Fixation 1173716589
1486 1238 626.29 278.40 Fixation 1173733087
1486 1238 625.09 277.73 Fixation 1173749814
1486 1238 624.38 276.27 Fixation 1173766430
1487 1239 623.53 276.33 Fixation 1173782930
1488 1240 622.34 273.45 Fixation 1173799600
1488 1240 621.61 273.73 Fixation 1173816213
1489 1241 621.18 273.44 Fixation 1173832736
1489 1241 618.89 272.00 Saccade 1173849254
1490 1242 623.64 273.66 Saccade 1173866207
1490 1242 644.93 274.89 Saccade 1173882623
1490 1242 644.46 273.61 Fixation 1173899189
1491 1243 644.06 273.29 Fixation 1173915855
1492 1243 643.65 272.54 Fixation 1173932160
1492 1243 642.26 272.84 Fixation 1173948956
1492 1243 640.09 270.40 Fixation 1173965534
1493 1244 639.79 270.07 Fixation 1173982230
1494 1245 638.55 269.77 Fixation 1173998858
1494 1245 637.91 269.05 Fixation 1174015328
1495 1246 636.61 268.75 Fixation 1174031778
1495 1246 636.25 269.13 Fixation 1174048491
1496 1247 633.93 269.60 Fixation 1174065185
1496 1247 634.73 269.46 Fixation 1174081832
1497 1248 628.47 269.52 Fixation 1174098223
1497 1248 626.52 270.48 Fixation 1174114824
1498 1248 623.31 271.38 Fixation 1174131392
1498 1248 621.34 271.81 Fixation 1174148226
1498 1248 620.07 271.78 Fixation 1174164717
1499 1249 619.62 273.38 Fixation 1174181323
1500 1250 618.45 272.41 Fixation 1174198036
1500 1250 617.59 272.41 Fixation 1174214575
1501 1251 615.60 271.92 Fixation 1174230901
1501 1251 614.04 273.70 Fixation 1174247532
1502 1252 612.81 271.09 Fixation 1174264328
1502 1252 611.87 272.39 Fixation 1174280944
1503 1253 611.49 272.43 Fixation 1174297431
1503 1253 609.05 273.34 Saccade 1174314072
1504 1253 563.33 283.45 Saccade 1174330520
1504 1253 493.45 306.28 Saccade 1174347845
1504 1253 441.73 325.69 Saccade 1174363738
1505 1254 436.19 324.60 Saccade 1174380334
1505 1254 435.74 324.30 Fixation 1174396956
1506 1255 436.14 323.40 Fixation 1174413587
1507 1256 437.11 322.61 Fixation 1174430499
1507 1256 436.68 321.18 Fixation 1174446751
1508 1257 436.31 320.25 Fixation 1174463329
1508 1257 437.54 318.37 Fixation 1174481329
1509 1258 437.48 317.08 Fixation 1174496577
1509 1258 437.27 316.36 Fixation 1174513228
1510 1258 438.66 315.23 Fixation 1174529664
1510 1258 438.86 315.73 Fixation 1174546319
1510 1258 438.93 316.25 Saccade 1174563133
1511 1259 466.48 310.46 Saccade 1174579455
1511 1259 522.74 321.23 Saccade 1174596117
1512 1260 601.62 295.15 Saccade 1174612828
1513 1261 608.35 293.37 Saccade 1174629428
1513 1261 607.83 290.92 Fixation 1174646015
1514 1262 606.37 292.05 Fixation 1174662603
1514 1262 604.66 291.06 Fixation 1174679187
1515 1263 601.95 289.85 Fixation 1174695776
1515 1263 600.97 291.51 Fixation 1174712433
1516 1263 599.33 290.25 Fixation 1174728835
1516 1263 595.70 291.13 Fixation 1174745437
1516 1263 595.15 290.89 Fixation 1174762204
1517 1264 592.52 290.72 Fixation 1174778816
1517 1264 591.10 290.29 Saccade 1174795329
1518 1265 610.57 286.99 Saccade 1174811999
1519 1266 665.22 283.12 Saccade 1174828394
1519 1266 683.09 282.72 Saccade 1174845052
1520 1267 683.18 280.09 Fixation 1174861598
1520 1267 680.32 279.80 Fixation 1174878232
1520 1267 679.20 279.14 Fixation 1174894766
1521 1268 678.02 277.73 Fixation 1174911414
1521 1268 675.06 277.06 Fixation 1174927945
1522 1268 674.37 277.66 Fixation 1174944559
1522 1268 671.12 276.58 Fixation 1174961312
1523 1269 667.27 277.10 Fixation 1174978013
1524 1270 665.01 277.71 Fixation 1174994658
1524 1270 663.19 277.66 Fixation 1175011088
1525 1271 661.04 278.70 Fixation 1175027530
1525 1271 658.21 278.11 Fixation 1175044233
1525 1271 655.41 277.78 Fixation 1175060825
1526 1272 653.75 278.92 Fixation 1175077369
1527 1273 649.78 278.74 Fixation 1175094030
1527 1273 646.84 277.50 Fixation 1175110600
1528 1273 642.42 278.44 Fixation 1175127157
1528 1273 639.70 279.46 Fixation 1175143836
1528 1273 637.29 281.14 Fixation 1175160450
1529 1274 633.21 282.97 Fixation 1175177064
1530 1275 631.60 283.42 Fixation 1175193661
1530 1275 629.95 283.65 Fixation 1175210243
1530 1275 628.50 285.63 Fixation 1175226635
1531 1276 627.08 285.43 Fixation 1175243443
1532 1277 626.07 285.97 Saccade 1175259944
1532 1277 645.57 291.59 Saccade 1175276701
1532 1277 -1111.85 2750.41 Saccade 1175293097
1533 1278 788.79 305.53 Saccade 1175309893
1534 1278 790.55 301.92 Saccade 1175326300
1534 1278 791.33 297.88 Fixation 1175342989
1534 1278 790.42 298.01 Fixation 1175359528
1535 1279 789.61 296.08 Fixation 1175376163
1535 1279 788.49 296.08 Fixation 1175392884
1536 1280 787.16 294.47 Fixation 1175409466
1536 1280 785.99 292.66 Fixation 1175425907
1537 1281 786.36 293.18 Fixation 1175442650
1538 1282 786.66 290.35 Fixation 1175459159
1538 1282 788.86 292.41 Saccade 1175475827
1538 1282 774.18 287.66 Saccade 1175492345
1539 1283 774.91 289.27 Fixation 1175508865
1540 1283 772.30 287.43 Fixation 1175525646
1540 1283 771.38 287.50 Fixation 1175542271
1540 1283 770.05 285.79 Fixation 1175558705
1541 1284 768.05 285.92 Fixation 1175575369
1541 1284 767.53 284.39 Saccade 1175591856
1542 1285 763.02 283.33 Saccade 1175608469
1543 1286 759.30 282.58 Saccade 1175625128
1543 1286 757.84 281.13 Fixation 1175642235
1544 1287 757.04 281.52 Fixation 1175658402
1544 1287 755.30 280.31 Fixation 1175674937
1544 1287 754.62 280.84 Fixation 1175691465
1545 1288 752.45 281.21 Fixation 1175708105
1545 1288 750.32 281.67 Fixation 1175724605
1546 1288 748.85 282.92 Fixation 1175741521
1546 1288 748.21 286.15 Fixation 1175758268
1547 1289 747.36 291.27 Saccade 1175774758
1547 1289 694.16 288.91 Saccade 1175791008
1548 1290 584.97 294.88 Saccade 1175807526
1548 1290 477.94 316.17 Saccade 1175824238
1549 1291 381.32 311.98 Saccade 1175840821
1550 1292 306.41 303.83 Saccade 1175857320
1550 1292 263.95 297.15 Saccade 1175874090
1550 1292 262.73 294.93 Fixation 1175890777
1551 1293 263.08 295.49 Fixation 1175907242
1551 1293 262.45 293.58 Fixation 1175923828
1552 1293 262.11 291.38 Fixation 1175940597
1552 1293 262.46 290.83 Fixation 1175957079
1553 1294 263.00 289.20 Fixation 1175973601
1553 1294 266.62 288.14 Fixation 1175990173
1554 1295 266.31 287.24 Saccade 1176006805
1555 1296 239.95 280.65 Saccade 1176023327
1555 1296 230.27 280.65 Saccade 1176039991
1555 1296 230.96 280.06 Fixation 1176056619
1556 1297 232.30 280.29 Fixation 1176073243
1557 1298 237.51 280.25 Fixation 1176089892
1557 1298 238.04 278.36 Fixation 1176106346
1557 1298 240.05 279.38 Fixation 1176122964
1558 1298 243.31 278.72 Fixation 1176139388
1558 1298 241.32 278.34 Fixation 1176156035
1559 1299 242.21 277.19 Fixation 1176172630
1559 1299 244.57 277.87 Fixation 1176189203
1560 1300 247.68 277.10 Fixation 1176205850
1561 1301 248.02 276.73 Fixation 1176222401
1561 1301 249.41 275.81 Fixation 1176239087
1561 1301 249.41 274.26 Fixation 1176255584
1562 1302 251.44 273.57 Saccade 1176272215
1562 1302 255.01 272.43 Saccade 1176288752
1563 1303 334.18 256.33 Saccade 1176305399
1563 1303 440.27 241.11 Saccade 1176322133
1564 1303 557.61 225.43 Saccade 1176338688
1564 1303 666.54 222.55 Saccade 1176355214
1565 1304 770.60 231.58 Saccade 1176371749
1565 1304 872.60 245.54 Fixation 1176388358
1565 1304 967.05 261.83 Fixation 1176405014
1566 1305 1010.70 266.69 Fixation 1176421511
1567 1306 1006.21 262.84 Fixation 1176438163
1567 1306 999.59 259.48 Fixation 1176454797
1568 1307 992.93 258.70 Fixation 1176471345
1568 1307 985.79 257.25 Fixation 1176487875
1569 1308 981.55 255.38 Fixation 1176504521
1569 1308 975.68 255.75 Fixation 1176521115
1570 1308 969.62 251.51 Fixation 1176537878
1570 1308 965.21 251.51 Fixation 1176554359
1571 1309 958.90 251.26 Fixation 1176571064
1571 1309 957.34 250.37 Fixation 1176587714
1572 1310 948.60 250.46 Fixation 1176604318
1573 1311 942.94 252.12 Fixation 1176620678
1573 1311 935.34 249.60 Fixation 1176637496
1573 1311 930.53 250.21 Fixation 1176654097
1574 1312 920.69 250.11 Fixation 1176670680
1574 1312 913.32 250.16 Fixation 1176687290
1575 1313 908.07 252.04 Fixation 1176703854
1575 1313 903.74 252.66 Fixation 1176720445
1576 1313 897.69 252.13 Fixation 1176736909
1576 1313 891.52 252.67 Fixation 1176753649
1577 1314 884.51 251.38 Fixation 1176770096
1577 1314 879.56 251.79 Fixation 1176786748
1578 1315 873.78 249.43 Fixation 1176803371
1578 1315 872.79 245.48 Fixation 1176819930
1579 1316 869.84 245.69 Fixation 1176836490
1580 1317 865.03 245.48 Fixation 1176853041
1580 1317 859.92 242.86 Fixation 1176869830
1580 1317 859.09 242.38 Fixation 1176886229
1580 1317 855.30 240.08 Fixation 1176903004
1581 1318 854.09 238.25 Fixation 1176919429
1582 1318 850.52 238.37 Fixation 1176936036
1582 1318 850.54 236.67 Fixation 1176952893
1583 1319 847.88 236.26 Fixation 1176969353
1583 1319 845.88 237.48 Fixation 1176985860
1584 1320 844.12 236.18 Fixation 1177002362
1584 1320 842.19 236.01 Fixation 1177019046
1585 1321 840.04 234.60 Saccade 1177035647
1585 1321 836.24 239.18 Saccade 1177052164
1586 1322 804.60 320.34 Saccade 1177068813
1586 1322 782.46 458.04 Saccade 1177085644
1587 1323 772.04 568.06 Saccade 1177102334
1587 1323 762.14 623.50 Saccade 1177118651
1588 1323 760.30 625.80 Fixation 1177135227
1588 1323 756.46 620.76 Fixation 1177151894
1589 1324 754.43 615.60 Fixation 1177168475
1589 1324 752.52 610.85 Fixation 1177185100
1590 1325 750.17 604.49 Fixation 1177201816
1590 1325 749.21 601.63 Fixation 1177218349
1591 1326 748.94 599.14 Fixation 1177234773
1591 1326 748.07 594.86 Fixation 1177251430
1592 1327 747.43 592.38 Fixation 1177268077
1592 1327 747.52 590.58 Fixation 1177284718
1593 1328 747.42 586.99 Fixation 1177301252
1593 1328 747.58 584.01 Fixation 1177317969
1594 1328 746.08 585.17 Saccade 1177334385
1594 1328 708.02 600.15 Saccade 1177350869
1595 1329 693.77 602.52 Saccade 1177367552
1595 1329 693.99 598.38 Saccade 1177384206
1595 1329 693.61 593.71 Saccade 1177400847
1596 1330 694.86 588.71 Saccade 1177417336
1597 1331 692.87 578.85 Saccade 1177434098
1597 1331 665.73 525.51 Saccade 1177450518
1598 1332 651.82 510.93 Saccade 1177467344
1598 1332 653.93 508.35 Fixation 1177483789
1599 1333 653.64 504.68 Fixation 1177500373
1600 1333 655.94 504.20 Fixation 1177517052
1600 1333 656.16 501.45 Fixation 1177533510
1600 1333 656.78 500.70 Fixation 1177550124
1601 1334 659.15 501.49 Fixation 1177566836
1601 1334 658.86 500.86 Fixation 1177583330
1602 1335 659.98 500.64 Fixation 1177599943
1602 1335 660.96 498.99 Fixation 1177616450
1603 1336 662.20 500.79 Fixation 1177633051
1603 1336 662.04 500.52 Fixation 1177649797
1604 1337 662.36 500.48 Saccade 1177666328
1604 1337 641.75 495.56 Saccade 1177682864
1605 1338 633.81 495.73 Saccade 1177699405
1605 1338 633.82 495.12 Fixation 1177716129
1606 1338 634.56 492.52 Fixation 1177732692
1606 1338 634.25 492.03 Fixation 1177749394
1607 1339 634.53 491.39 Fixation 1177765977
1607 1339 635.28 489.28 Fixation 1177782410
1608 1340 636.42 489.96 Fixation 1177799032
1608 1340 636.68 489.27 Fixation 1177815617
1609 1341 638.06 488.86 Fixation 1177832327
1609 1341 638.61 488.13 Fixation 1177848790
1610 1342 637.14 486.75 Fixation 1177865412
1610 1342 636.86 487.54 Fixation 1177882022
1610 1342 638.05 486.69 Fixation 1177898749
1611 1343 639.13 485.23 Fixation 1177915135
1612 1343 641.67 485.30 Fixation 1177931970
1612 1343 643.08 482.76 Fixation 1177948469
1613 1344 646.86 483.47 Fixation 1177965111
1613 1344 649.56 482.31 Fixation 1177981973
1614 1345 652.90 480.91 Fixation 1177998516
1614 1345 654.87 483.04 Fixation 1178015000
1615 1346 658.65 481.82 Fixation 1178031368
1615 1346 660.17 481.10 Fixation 1178048759
1616 1347 662.34 481.76 Saccade 1178064690
1616 1347 677.85 473.87 Saccade 1178081384
1617 1348 736.48 409.15 Saccade 1178097945
1617 1348 813.95 321.77 Saccade 1178114330
1618 1348 892.09 258.81 Saccade 1178130996
1618 1348 956.17 197.58 Saccade 1178147677
1619 1349 1011.45 172.56 Saccade 1178164226
1619 1349 1042.31 158.62 Saccade 1178180851
1620 1350 1042.29 162.48 Fixation 1178197477
1620 1350 1041.76 160.33 Fixation 1178213990
1621 1351 1033.59 162.78 Fixation 1178230537
1621 1351 1034.42 166.17 Fixation 1178247205
1622 1352 1033.09 166.68 Fixation 1178264727
1622 1352 1029.78 166.47 Fixation 1178280428
1623 1353 1026.40 168.45 Fixation 1178297100
1623 1353 1026.66 169.48 Fixation 1178313628
1624 1353 1024.97 170.71 Saccade 1178330033
1624 1353 1114.09 146.32 Saccade 1178346605
1625 1354 1187.83 125.01 Saccade 1178363510
1625 1354 1172.55 121.67 Fixation 1178380052
1625 1354 1163.10 118.55 Fixation 1178396755
1626 1355 1149.52 126.87 Fixation 1178413158
1627 1356 1133.98 130.49 Fixation 1178429917
1627 1356 1117.07 132.47 Fixation 1178446274
1628 1357 1114.93 133.96 Fixation 1178463018
1628 1357 1095.04 138.03 Fixation 1178479581
1629 1358 1090.66 143.05 Fixation 1178496024
1629 1358 1080.00 144.88 Fixation 1178512771
1630 1358 1071.10 146.35 Fixation 1178529314
1630 1358 1065.04 149.57 Fixation 1178546000
1631 1359 1063.28 149.54 Fixation 1178562511
1631 1359 1051.61 153.20 Fixation 1178579233
1632 1360 1055.96 158.97 Fixation 1178595834
1632 1360 1045.73 163.52 Fixation 1178612347
1633 1361 1039.15 165.03 Fixation 1178628801
1633 1361 1033.00 172.91 Fixation 1178645657
1634 1362 1030.12 178.41 Fixation 1178662053
1634 1362 1014.37 182.17 Fixation 1178678655
1635 1363 1002.08 187.60 Fixation 1178695307
1635 1363 994.08 192.66 Fixation 1178711767
1636 1363 984.92 197.80 Fixation 1178728717
1636 1363 971.83 204.30 Saccade 1178745006
1637 1364 944.24 210.20 Saccade 1178761959
1637 1364 886.03 221.74 Saccade 1178778277
1638 1365 875.29 230.80 Saccade 1178794898
1638 1365 863.02 236.27 Fixation 1178811777
1639 1366 851.52 245.34 Fixation 1178827927
1639 1366 841.12 253.93 Fixation 1178844536
1640 1367 830.02 266.39 Fixation 1178861499
1640 1367 817.98 274.98 Fixation 1178878248
1640 1367 805.97 288.18 Fixation 1178894474
1641 1368 799.46 303.67 Fixation 1178911081
1642 1368 791.25 316.87 Fixation 1178927599
1642 1368 783.25 330.27 Fixation 1178944227
1643 1369 777.53 341.48 Fixation 1178961133
1643 1369 771.35 349.79 Fixation 1178977570
1644 1370 766.45 357.13 Fixation 1178994142
1644 1370 763.97 363.89 Fixation 1179010679
1645 1371 761.76 367.45 Fixation 1179027233
1645 1371 761.40 368.16 Fixation 1179043651
1645 1371 760.71 367.85 Fixation 1179060708
1645 1371 760.98 367.78 Fixation 1179077277
1646 1372 760.78 366.90 Fixation 1179093630
1646 1372 762.87 365.58 Fixation 1179110239
1647 1373 765.77 362.56 Fixation 1179126731
1647 1373 771.27 355.30 Blink 1179143336
1648 1373 778.83 370.28 Blink 1179160646
1648 1373 159.21 512.66 Blink 1179176526
1649 1374 NaN NaN Blink 1179193032
1649 1374 745.32 290.51 Blink 1179209810
1650 1375 850.35 703.89 Blink 1179226327
1650 1375 778.18 358.46 Blink 1179242914
1651 1376 778.28 356.58 Blink 1179259457
1651 1376 776.10 356.92 Fixation 1179276226
1652 1377 775.99 358.34 Fixation 1179292761
1652 1377 776.05 357.96 Fixation 1179309406
1653 1378 776.28 356.78 Fixation 1179325965
1653 1378 776.76 356.42 Fixation 1179342535
1654 1378 777.37 357.07 Fixation 1179359331
1654 1378 778.12 354.63 Fixation 1179375820
1654 1378 779.27 354.83 Fixation 1179392474
1655 1379 782.60 355.17 Fixation 1179408912
1656 1380 783.45 353.88 Fixation 1179425585
1656 1380 786.31 351.63 Fixation 1179442257
1657 1381 787.95 351.15 Fixation 1179458892
1657 1381 787.90 350.19 Fixation 1179475317
1658 1382 789.49 349.23 Fixation 1179491779
1658 1382 791.68 347.56 Fixation 1179508581
1659 1383 792.10 345.84 Fixation 1179525209
1659 1383 791.95 344.03 Fixation 1179541817
1660 1383 791.70 342.32 Fixation 1179558287
1660 1383 792.74 339.98 Fixation 1179574850
1661 1384 792.71 338.94 Fixation 1179591586
1661 1384 790.01 335.17 Fixation 1179607990
1662 1385 788.23 332.11 Fixation 1179624574
1662 1385 787.45 329.16 Fixation 1179641200
1663 1386 786.07 326.39 Fixation 1179658115
1663 1386 783.91 324.37 Fixation 1179674454
1664 1387 783.70 320.24 Fixation 1179691116
1664 1387 782.11 319.52 Fixation 1179707572
1665 1388 779.18 316.14 Fixation 1179724150
1665 1388 778.09 313.70 Fixation 1179740910
1666 1388 776.20 312.19 Fixation 1179757389
1666 1388 775.44 309.22 Fixation 1179773957
1667 1389 775.24 308.93 Fixation 1179790521
1667 1389 774.87 308.34 Fixation 1179807185
1668 1390 775.81 306.80 Fixation 1179823697
1668 1390 775.86 303.93 Fixation 1179840390
1669 1391 777.97 301.43 Fixation 1179857065
1669 1391 778.43 295.17 Fixation 1179873827
1669 1391 780.53 291.27 Fixation 1179890131
1670 1392 783.68 282.83 Fixation 1179906831
1671 1393 785.40 273.31 Fixation 1179923378
1671 1393 786.79 264.51 Fixation 1179939927
1671 1393 791.00 258.36 Fixation 1179956690
1672 1393 808.60 262.41 Fixation 1179973116
1673 1394 805.81 260.01 Fixation 1179989809
1673 1394 809.80 245.60 Fixation 1180006433
1674 1395 806.40 236.54 Fixation 1180023003
1674 1395 800.53 225.19 Fixation 1180039461
1675 1396 794.34 215.30 Fixation 1180056270
1675 1396 788.65 207.22 Fixation 1180072815
1676 1397 780.01 199.91 Fixation 1180089386
1676 1397 769.60 191.00 Fixation 1180105930
1677 1398 761.46 184.18 Fixation 1180122511
1677 1398 753.87 177.75 Fixation 1180139062
1677 1398 743.59 171.10 Fixation 1180155743
1678 1398 731.56 165.36 Fixation 1180172287
1679 1399 722.35 158.68 Fixation 1180188988
1679 1399 711.23 152.36 Fixation 1180205567
1680 1400 703.82 144.15 Fixation 1180222160
1680 1400 696.74 136.58 Fixation 1180238715
1681 1401 691.84 127.81 Fixation 1180255268
1681 1401 685.06 122.43 Fixation 1180271909
1682 1402 679.37 114.95 Fixation 1180288602
1682 1402 675.62 104.14 Fixation 1180305256
1683 1403 668.46 96.30 Fixation 1180321524
1683 1403 665.56 89.80 Fixation 1180338194
1683 1403 660.47 83.84 Fixation 1180354814
1684 1403 655.88 77.80 Fixation 1180371440
1684 1403 653.63 74.09 Fixation 1180388100
1685 1404 648.38 66.59 Fixation 1180404580
1686 1405 646.94 59.86 Fixation 1180421164
1686 1405 645.37 51.19 Fixation 1180438109
1687 1406 645.52 45.44 Fixation 1180454449
1687 1406 640.07 32.94 Fixation 1180471058
1688 1407 641.55 24.93 Fixation 1180487730
1688 1407 642.47 20.55 Fixation 1180504253
1689 1408 645.71 15.01 Fixation 1180520785
1689 1408 646.42 10.22 Fixation 1180537325
1689 1408 647.91 4.14 Fixation 1180554085
1690 1408 648.72 0.98 Fixation 1180570681
1691 1409 647.72 -0.43 Saccade 1180587331
1691 1409 650.13 -7.23 Saccade 1180603827
1692 1410 649.29 -13.20 Saccade 1180620310
1692 1410 648.95 -15.62 Saccade 1180637072
1693 1411 650.19 -23.82 Saccade 1180653600
1693 1411 647.88 -27.65 Saccade 1180670199
1694 1412 648.94 -32.18 Fixation 1180686760
1694 1412 650.03 -36.08 Fixation 1180703317
1695 1413 653.96 -38.88 Fixation 1180720219
1695 1413 654.50 -44.03 Fixation 1180736494
1695 1413 657.78 -50.78 Fixation 1180753203
1696 1413 662.30 -58.96 Fixation 1180770136
1697 1414 666.17 -62.45 Fixation 1180786486
1697 1414 670.62 -68.75 Fixation 1180803101
1698 1415 674.97 -72.42 Fixation 1180819662
1698 1415 678.01 -75.45 Fixation 1180836090
1699 1416 679.65 -76.63 Fixation 1180852727
1699 1416 681.85 -79.96 Fixation 1180869435
1699 1416 683.35 -78.10 Fixation 1180885981
1700 1417 684.64 -78.21 Fixation 1180902480
1701 1418 687.69 -78.59 Fixation 1180919208
1701 1418 689.30 -77.05 Fixation 1180935664
1701 1418 689.91 -75.41 Fixation 1180952250
1702 1418 689.92 -76.29 Fixation 1180969038
1702 1418 693.32 -74.83 Saccade 1180985779
1703 1419 689.19 -64.18 Saccade 1181002240
1704 1420 681.76 -51.46 Saccade 1181018708
1704 1420 676.04 -46.21 Saccade 1181035157
1705 1421 677.77 -46.88 Saccade 1181051818
1705 1421 677.46 -41.64 Saccade 1181068514
1706 1422 679.30 -39.25 Saccade 1181085200
1706 1422 679.10 -30.50 Saccade 1181101824
1707 1423 680.99 -25.08 Saccade 1181118271
1707 1423 683.93 -21.53 Fixation 1181134827
1707 1423 687.84 -20.37 Fixation 1181151448
1708 1423 692.03 -17.43 Fixation 1181168074
1708 1423 698.22 -17.28 Fixation 1181184779
1709 1424 701.75 -16.71 Fixation 1181201340
1710 1425 709.35 -18.05 Fixation 1181218101
1710 1425 720.35 -20.57 Fixation 1181234473
1710 1425 728.53 -24.67 Fixation 1181250941
1711 1426 734.48 -22.43 Fixation 1181267721
1712 1427 744.13 -27.94 Fixation 1181284328
1712 1427 750.21 -28.44 Fixation 1181300947
1713 1428 764.77 -30.63 Fixation 1181317537
1713 1428 774.65 -28.52 Fixation 1181333963
1713 1428 784.46 -30.61 Fixation 1181350537
1714 1428 793.96 -28.44 Fixation 1181367335
1714 1428 803.35 -23.22 Fixation 1181383845
1715 1429 812.36 -19.50 Fixation 1181400456
1716 1430 823.01 -18.23 Fixation 1181417085
1716 1430 838.65 -14.06 Fixation 1181433643
1717 1431 850.29 -10.20 Saccade 1181450285
1717 1431 854.32 11.41 Saccade 1181466885
1718 1432 858.68 67.93 Saccade 1181483483
1718 1432 860.24 101.78 Saccade 1181499953
1719 1433 862.95 113.04 Saccade 1181516736
1719 1433 863.50 123.53 Fixation 1181533051
1719 1433 869.57 129.42 Fixation 1181549881
1720 1433 869.33 138.71 Fixation 1181566336
1721 1434 871.75 144.82 Fixation 1181582969
1721 1434 876.00 150.57 Fixation 1181599457
1722 1435 874.84 156.34 Fixation 1181616147
1722 1435 880.52 160.82 Saccade 1181632656
1722 1435 895.49 166.62 Saccade 1181649266
1723 1436 894.95 166.58 Saccade 1181666062
1724 1437 900.98 169.35 Saccade 1181682540
1724 1437 902.54 173.15 Saccade 1181699224
1724 1437 900.90 177.04 Saccade 1181715870
1725 1438 907.24 180.04 Saccade 1181732164
1725 1438 909.97 183.95 Saccade 1181748815
1726 1438 906.26 188.86 Saccade 1181765523
1727 1439 911.17 192.94 Fixation 1181782284
1727 1439 912.84 195.81 Fixation 1181799015
1727 1439 919.11 198.52 Fixation 1181815332
1728 1440 919.42 201.24 Fixation 1181831888
1729 1441 924.40 204.16 Fixation 1181848434
1729 1441 928.20 204.69 Fixation 1181865101
1729 1441 932.00 207.24 Saccade 1181881643
1730 1442 927.58 201.46 Saccade 1181898233
1731 1443 911.86 162.58 Saccade 1181914946
1731 1443 911.19 139.39 Saccade 1181931443
1731 1443 912.05 134.58 Saccade 1181947977
1732 1443 917.71 129.43 Fixation 1181964811
1733 1444 925.35 127.05 Fixation 1181981330
1733 1444 933.84 124.37 Fixation 1181998031
1733 1444 937.50 121.48 Fixation 1182014482
1734 1445 945.30 120.15 Fixation 1182030953
1735 1446 951.19 117.32 Fixation 1182047705
1735 1446 959.14 114.14 Fixation 1182064464
1736 1447 970.17 109.21 Fixation 1182080813
1736 1447 970.23 108.43 Fixation 1182097485
1737 1448 974.13 105.15 Fixation 1182114037
1737 1448 984.30 108.49 Fixation 1182130607
1737 1448 984.36 105.62 Fixation 1182147284
1738 1448 987.34 104.87 Fixation 1182164162
1738 1448 984.39 103.21 Fixation 1182180461
1739 1449 990.17 104.56 Fixation 1182197099
1740 1450 992.95 103.19 Fixation 1182213558
1740 1450 986.14 101.28 Fixation 1182230252
1741 1451 988.46 101.48 Fixation 1182246653
1741 1451 988.32 101.82 Fixation 1182263507
1741 1451 991.10 99.59 Fixation 1182280024
1742 1452 994.85 101.13 Fixation 1182296489
1743 1453 997.29 104.49 Fixation 1182313248
1743 1453 992.84 105.32 Fixation 1182330032
1743 1453 994.44 101.55 Fixation 1182346277
1744 1453 999.16 105.01 Fixation 1182363289
1744 1453 985.80 103.82 Fixation 1182379515
1745 1454 989.07 108.26 Fixation 1182396138
1745 1454 989.16 110.18 Fixation 1182412888
1746 1455 979.90 112.96 Fixation 1182429284
1747 1456 987.42 112.89 Fixation 1182446150
1747 1456 981.39 112.32 Fixation 1182462590
1747 1456 979.35 115.33 Fixation 1182479289
1748 1457 987.57 115.57 Fixation 1182495702
1749 1458 982.26 118.11 Fixation 1182512323
1749 1458 982.58 119.44 Fixation 1182528778
1749 1458 980.87 121.77 Fixation 1182546090
1750 1458 983.07 122.16 Fixation 1182562315
1750 1458 979.55 125.33 Fixation 1182578865
1751 1459 970.28 125.34 Fixation 1182595160
1751 1459 975.00 125.89 Fixation 1182611975
1752 1460 972.63 125.89 Fixation 1182628503
1752 1460 972.24 128.10 Fixation 1182645103
1753 1461 971.70 128.38 Saccade 1182661610
1754 1462 956.93 132.92 Saccade 1182678775
1754 1462 879.89 162.62 Saccade 1182694883
1754 1462 835.65 200.13 Saccade 1182711613
1755 1463 828.88 205.04 Saccade 1182727905
1755 1463 825.68 207.60 Fixation 1182744592
1756 1463 820.82 208.63 Fixation 1182761387
1756 1463 820.79 206.43 Fixation 1182778410
1757 1464 821.37 208.95 Fixation 1182794500
